0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -89, -78, -75, 0, -76, -78
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -89, -78, -75, 0, -76, -78
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -89, -78, -75, 0, -76, -78
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -89, -78, -75, 0, -76, -78
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -89, -78, -75, 0, -76, -78
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -89, -78, -75, 0, -76, -78
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -89, -78, -75, 0, -76, -78
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -89, -78, -75, 0, -76, -78
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -89, -78, -75, 0, -76, -78
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -89, -78, -75, 0, -76, -78
0, 0, 0, -90, -85, 0, -87, 0, -83, 0, 0, -90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -74, 0, 0, 0, -86, -88, 0, -84, -83, -79, -67, 0, -86, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, -90, -85, 0, -87, 0, -83, 0, 0, -90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -74, 0, 0, 0, -86, -88, 0, -84, -83, -79, -67, 0, -86, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, -90, -85, 0, -87, 0, -83, 0, 0, -90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -74, 0, 0, 0, -86, -88, 0, -84, -83, -79, -67, 0, -86, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, -90, -85, 0, -87, 0, -83, 0, 0, -90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -74, 0, 0, 0, -86, -88, 0, -84, -83, -79, -67, 0, -86, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, -90, -85, 0, -87, 0, -83, 0, 0, -90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -74, 0, 0, 0, -86, -88, 0, -84, -83, -79, -67, 0, -86, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, -90, -85, 0, -87, 0, -83, 0, 0, -90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -74, 0, 0, 0, -86, -88, 0, -84, -83, -79, -67, 0, -86, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, -90, -85, 0, -87, 0, -83, 0, 0, -90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -74, 0, 0, 0, -86, -88, 0, -84, -83, -79, -67, 0, -86, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, -90, -85, 0, -87, 0, -83, 0, 0, -90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -74, 0, 0, 0, -86, -88, 0, -84, -83, -79, -67, 0, -86, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, -90, -85, 0, -87, 0, -83, 0, 0, -90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -74, 0, 0, 0, -86, -88, 0, -84, -83, -79, -67, 0, -86, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, -90, -85, 0, -87, 0, -83, 0, 0, -90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -74, 0, 0, 0, -86, -88, 0, -84, -83, -79, -67, 0, -86, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, -90, -85, 0, -87, 0, -83, 0, 0, -90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -74, 0, 0, 0, -86, -88, 0, -84, -83, -79, -67, 0, -86, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, -90, -85, 0, -87, 0, -83, 0, 0, -90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -74, 0, 0, 0, -86, -88, 0, -84, -83, -79, -67, 0, -86, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, -90, -85, 0, -87, 0, -83, 0, 0, -90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -74, 0, 0, 0, -86, -88, 0, -84, -83, -79, -67, 0, -86, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, -90, -85, 0, -87, 0, -83, 0, 0, -90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -74, 0, 0, 0, -86, -88, 0, -84, -83, -79, -67, 0, -86, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, -90, -85, 0, -87, 0, -83, 0, 0, -90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -74, 0, 0, 0, -86, -88, 0, -84, -83, -79, -67, 0, -86, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -87, -77, -76, -61, -79, -78
