0, 0, 0
-2.01198, -2.2466, 0
-2.85033, 0.15694, 0
-3.70884, 4.49152, 0
-3.63635, 7.31390, 0
-2.22209, 9.77173, 0
-1.22819, 9.14923, 0
-4.27060, 11.4532, 0
-5.00067, 14.6648, 0
-4.80703, 16.9695, 0
-5.78160, 19.6826, 0
-5.71875, 23.9530, 0
-4.99820, 27.0075, 0
-1.58143, 26.1264, 0
-3.44074, 27.2543, 0
-5.98160, 27.3847, 0
-6.87935, 31.3617, 0
-7.91019, 35.6048, 0
-7.75272, 39.1299, 0
-8.84656, 42.1715, 0
-8.70233, 45.7163, 0
-9.88076, 48.9803, 0
-9.60922, 51.8359, 0
-10.4854, 54.2503, 0
-10.3827, 57.7218, 0
-11.5632, 61.3403, 0
-13.1537, 62.8009, 0
-9.54457, 62.9707, 0
-7.04452, 62.9666, 0
-11.7216, 62.0367, 0
-10.6586, 58.6819, 0
-10.8952, 54.7209, 0
-9.56983, 51.5729, 0
-9.83165, 48.7068, 0
-8.22873, 42.7573, 0
-8.57278, 38.8737, 0
-6.79827, 32.2240, 0
-6.12635, 27.1167, 0
-2.64947, 27.0950, 0
-1.17190, 26.0400, 0
-4.35410, 27.0590, 0
-5.40366, 21.8427, 0
-5.47349, 17.3458, 0
-3.74338, 10.5804, 0
-4.05273, 6.54866, 0
-2.73797, 1.53842, 0
-2.82353, -1.8593, 0
0.235274, 0.37738, 0
