0,0,0
1.77227, -2.19778, 0
-0.89199, -2.17112, 0
-5.11318, -1.69808, 0
-7.8659, -0.47827, 0
-9.2642, 1.66313, 0
-8.213374, 2.24066, 0
-11.88652, 0.96249, 0
-14.80238, 2.42511, 0
-16.348135, 4.1211, 0
-19.044501, 5.3274, 0
-21.749515, 8.3315, 0
-23.088034, 11.0964, 0
-19.704155, 12.0994, 0
-22.12254, 12.21578, 0
-24.48013, 11.35289, 0
-26.5775, 14.71763, 0
-28.90466, 18.47534, 0
-29.5393, 21.8274, 0
-31.4045, 24.7265, 0
-31.67606, 28.0437, 0
-33.32493, 31.0869, 0
-33.25585, 33.9529, 0
-34.39659, 36.31813, 0
-34.31705, 39.690039, 0
-35.40377, 43.07025, 0
-36.87069, 44.62838, 0
-33.25301, 44.22456, 0
-30.84837, 43.64616, 0
-35.52749, 44.22741, 0
-35.79655, 40.67022, 0
-37.80557, 37.00985, 0
-38.03917, 33.57948, 0
-39.77551, 31.26186, 0
-41.48724, 25.49889, 0
-43.91524, 22.61511, 0
-46.271304, 16.49694, 0
-48.963935, 12.28469, 0
-46.326398, 9.972404, 0
-46.040522, 8.176158, 0
-47.493308, 11.46087, 0
-52.35330, 8.7464186, 0
-56.249273, 6.263337, 0
-60.854816, 1.548524, 0
-64.703673, -0.07121, 0
-68.667416, -3.479117, 0
-71.621406, -4.596523, 0
-68.472635, -6.5100805, 0
